task_id,description,category,deadline_days,workload_hours,current_assignee,priority,desc_length,clean_description
T01338,Implement dark mode support for admin screen,feature,1,6.3,divya,Medium,7,implement dark mode support admin screen
T01339,"Increase test coverage for auth edge cases in minor. Blocked by another team, follow up needed.",testing,10,10.1,esha,Medium,16,increase test coverage auth edge cas minor block another team follow need
T01340,Data not saving correctly after nightly update in admin form,bug,4,7.2,bharath,Medium,10,data sav correct after night update admin form
T01341,Update API docs for the inventory endpoint covering minor usage. Related to the profile incident from last week.,documentation,20,3.8,hassan,Low,18,update api doc inventory endpoint cover minor usage relat profile incident last week
T01342,"Implement dark mode support for inventory screen. Customer escalation, please prioritize.",testing,0,3.6,esha,Medium,11,implement dark mode support inventory screen customer escalation please prioritize
T01343,Set up monitoring alerts for profile after large deploy. Related to the inventory incident from last week.,deployment,0,36.6,gita,High,17,set monitor alert profile after large deploy relat inventory incident last week
T01344,"Add integration tests covering recurring flow in auth. Customer escalation, please prioritize.",testing,3,12.6,chen,Low,12,add integration test cover recurr flow auth customer escalation please prioritize
T01345,Write unit tests for quarterly function in mobile app module. Please review before the next sprint.,testing,6,16.6,divya,Low,16,write unit test quarter function mobile app module please review before next sprint
T01346,"Provision new minor servers for reporting scaling. Blocked by another team, follow up needed.",deployment,2,40.8,farhan,High,14,provision new minor server report scal block another team follow need
T01347,Login fails intermittently with user-reported error on profile browser,bug,1,4.9,chen,High,9,login fail intermittent user report error profile browser
T01348,Update API docs for the API gateway endpoint covering user-reported usage,documentation,5,10.7,divya,Low,11,update api doc api gateway endpoint cover user report usage
T01349,Migrate auth database to quarterly during maintenance window,deployment,12,10.8,hassan,Low,8,migrate auth database quarter dur maintenance window
T01350,Increase test coverage for API gateway edge cases in minor,testing,1,4.5,bharath,High,10,increase test coverage api gateway edge cas minor
T01351,"Provision new large servers for inventory scaling. Customer escalation, please prioritize.",deployment,9,8.3,divya,Low,11,provision new large server inventory scal customer escalation please prioritize
T01352,Add integration tests covering user-reported flow in reporting,testing,0,8.8,esha,Medium,8,add integration test cover user report flow report
T01353,Fix crash when user uploads critical file on auth page. Related to the inventory incident from last week.,bug,3,20.1,esha,Medium,18,fix crash user upload critical file auth page relat inventory incident last week
T01354,"Write onboarding guide for new reporting users about minor. Customer escalation, please prioritize.",documentation,2,5.5,alice,Low,13,write onboard guide new report user about minor customer escalation please prioritize
T01355,Implement dark mode support for mobile app screen,feature,2,7.3,farhan,Medium,8,implement dark mode support mobile app screen
T01356,Create new large widget for the auth homepage. Please review before the next sprint.,feature,3,16.7,gita,Medium,14,create new large widget auth homepage please review before next sprint
T01357,Login fails intermittently with recurring error on profile browser. Related to the billing incident from last week.,bug,0,6.8,hassan,High,17,login fail intermittent recurr error profile browser relat bill incident last week
T01358,"Configure CI/CD pipeline for inventory service on urgent. Blocked by another team, follow up needed.",deployment,2,7.7,chen,Medium,15,configure pipeline inventory service urgent block another team follow need
T01359,Update API docs for the checkout endpoint covering large usage. Please review before the next sprint.,documentation,2,30.1,gita,Medium,16,update api doc checkout endpoint cover large usage please review before next sprint
T01360,Build export to urgent functionality for profile reports,feature,7,13.2,chen,Low,8,build export urgent functionality profile report
